_id,Tech ID,First Name,Last Name,Department,Username,Password,Hashed Password
64a588f42367c5737db0ab02,762598,Miguel,White,IT,elizabethjones,&71agP1se^,$2b$12$SLeKu2YPiiJZIavIfu6oTOnF/OEoD0e//eJqeKfqcUHfPAEuTq3Fm
64a588f42367c5737db0ab03,375355,Michael,Martin,Engineering and Technology,richardpeterson,k#0Z5A(1kb,$2b$12$6OYlqM1M.PHVHFSudpaOpuIYkwm.CySR9wvfX3mAf8qCOw3A.jAh6
64a588f42367c5737db0ab04,141820,Mason,Parsons,Warehouse,austinadams,Fjt3MylQ^s,$2b$12$sfHB3u.I5hKXkzCAgoEtLus8WN.xWagHl3JT4btG9ydd7NsIQxBeC
64a588f42367c5737db0ab05,108871,Jason,Salinas,Warehouse,nelsonchristopher,^RCeVm4B7M,$2b$12$KDwyBb2H/rwaMbNTaWhv7.BM.GJrGh97d6iK7XKNoZ3LW1bsJNnJa
64a588f42367c5737db0ab06,130358,Mariah,Ellis,Automation,nrobinson,*$7KnYOhj5,$2b$12$Phb6f.JpCXU84WGWZ2S.Tu6gWRmCqywCv4cOls0T5YeToMHQfNdTq
64a588f52367c5737db0ab07,350366,Joseph,King,Automation,xleonard,(w8SOip!&n,$2b$12$r8qYM90lD8Y49PGGNbPeOuPQPQQ06b0OBuRSIFijb79ij4SQ8vZfO
64a588f52367c5737db0ab08,809620,Philip,Boyd,Warehouse,lindseycarlson,@e503Pgs2p,$2b$12$WsgXC1mLYhEwSKCgxUmxfeMOP1W1HwGehOSiPWSM8euFWoD3NSpzm
64a588f52367c5737db0ab09,219176,Christian,Brown,Automation,ritterstephen,DAS^r6KwTy,$2b$12$TA2SMebY0hdj.OOu8XcVeOzsq0fgWNcOEBv637RXagjMKrozUNFCa
64a588f52367c5737db0ab0a,371651,Jesse,Jackson,Engineering and Technology,fsanford,T8Vd*uEo#Q,$2b$12$lfi4GT8e8BdoNbyoPj52f.SjWXXrNAl2p/iAcLTg/qMNSgRy6xafe
64a588f52367c5737db0ab0b,831248,Jennifer,Gillespie,Engineering and Technology,zcunningham,(X9E3Ut+*@,$2b$12$YWWtswRahVy1W0dnYYoDp.TTjkWQsvrHKrGu03lO30RjjqH/.1ARG
64a588f62367c5737db0ab0c,799896,Sally,Chang,Engineering and Technology,thompsonrobin,F$68oViQzi,$2b$12$oZfDHP3WFI3KTFg2UrNMoOk8ZiaGF6sO2jSxrwy1WhqAwvdDjLR2O
64a588f62367c5737db0ab0d,161367,Melinda,Rivera,Warehouse,amy82,#s2FZjtY^5,$2b$12$HSWmaSXBMSSzFc2mkzJC3.lXc2/R26WaapkfvJc4hbD5xp/UOcj2C
64a588f62367c5737db0ab0e,534868,Tiffany,Hardy,Warehouse,stephenmoss,06&f9+Ly9&,$2b$12$uWU5pGwYDn3aiuO7SaH95.URiGkKVU62w.f0pK/m1lPmKFZjvh91u
64a588f62367c5737db0ab0f,964211,Tiffany,Schmidt,Warehouse,davidcarpenter,)wz#Lkki@7,$2b$12$4iUhcCMf76R2l2L8F1fZruMed6wAo7Vo0XD.nwfRQgKH7UBUynM8C
64a588f62367c5737db0ab10,477528,Matthew,Ruiz,Warehouse,joshuaellis,MluQoH)*^4,$2b$12$Lmhd8Ge8lEIGRjpyCYnWaeJrJLMSdJw6yDFl3vG0qVvJu2CO2L0My
64a588f62367c5737db0ab11,530932,Ivan,Moreno,Warehouse,kbennett,b7EHWWgZ^O,$2b$12$DVZET5tYuHUwKb5ymwJzkO1TKsy4ofST5sN1Qq/qkXSajKikKAXey
64a588f72367c5737db0ab12,935729,Amy,Mendoza,Engineering and Technology,linda69,)UKXkf!c91,$2b$12$Jhs9g4qwpM.0wPaZdfzyXOd3ae/ZZpiIIwQQYeFth/dF/E12e6ACS
64a588f72367c5737db0ab13,764630,James,Gilbert,Warehouse,cassandra99,c0!f4Ay8)M,$2b$12$AVJqadVJOIW9E8bgTMg8xuOPN8gp0A5dS10LBwOBAK1GyrAnSLh7a
64a588f72367c5737db0ab14,827887,Samantha,Valenzuela,Warehouse,lori11,XTAzmf4k_0,$2b$12$k5cqcEdFisRH6/W3zZ9HR.1ywoA7uB93bn4/eVtsu.YlrZS3EIcHy
64a588f72367c5737db0ab15,963752,Allison,Stevenson,Warehouse,lindseyscott,*4x&CxxsDI,$2b$12$TbY7ecsn8g0xq3Pi3T07quoON9C6txhht5AqjouVMLD5ijpBDRw.K
64a588f72367c5737db0ab16,298339,Jason,Harris,Automation,zhall,D(DH)4Fn#%,$2b$12$K/fDZoJpMiWve3UMTVZQJuajSdKxuMASjmpUaRZr7NYjkOmbbrbea
64a588f82367c5737db0ab17,288890,Gavin,Myers,Automation,ahogan,_NxW1Tlat5,$2b$12$UujkyaWE.kyLWom7OoK5iOINZbNVq.DrS8wWNstK9ay49QHhvJqTK
64a588f82367c5737db0ab18,307004,Jonathan,Decker,Engineering and Technology,pcarroll,y09IqREXJ+,$2b$12$GXjiIDCskEmKdmPJlLU23OdEsqaRWsPW0uEz8T5DGYGlyShb3KW/q
64a588f82367c5737db0ab19,930306,Judy,Blair,IT,morenolori,huQa2LKh!+,$2b$12$4IKrgQwHuMXbpaiSHfQA/e0LROccmrGXTEuXisUhzhSeNWDn.UhHa
64a588f82367c5737db0ab1a,991325,Erica,Gonzalez,Engineering and Technology,christina05,)3SPDo1^s6,$2b$12$bAhUZ9TO97AIiO.fiAMx/utrAJ/w5BQX3ND40ipUbrcyB8aPDhfhK
64a588f82367c5737db0ab1b,267478,Misty,Parker,Automation,xherman,7(#0#Xu(W#,$2b$12$ks91ykiYJh2BsG71q4HELerF5EuW4vQRZa4iRmrs.tMGKXGkytjBO
64a588f92367c5737db0ab1c,456821,Carolyn,Wagner,Warehouse,tayloralec,b(3JoHq2Ig,$2b$12$aKsOZe9qVtZxiaL5Of7KiODTybR/xMx37rFT4nxyWqsSlI7yL68mm
64a588f92367c5737db0ab1d,223535,Robin,Johnson,Engineering and Technology,richard84,Y*3RnY!Rh),$2b$12$BRgf/5A270jr1mOOrfPXKe9IzQHj0/JA3ecV1S0z1satEkPy/UJ3C
64a588f92367c5737db0ab1e,282839,Michelle,Cobb,IT,zhicks,$S&0pJFa%9,$2b$12$zvbfE46WBZo/eLmpVQEIUewJYTih4lQGJ7KU6sPbtw6YHWVf9W6zK
64a588f92367c5737db0ab1f,135803,Patricia,Garcia,Automation,johnpruitt,^9a!CE2G#l,$2b$12$M2scF1O0IRowIOatzuAsH.ibYlYYJx.ZMMlo4kgkbM.D10VFlWCQi
64a588f92367c5737db0ab20,429024,Julian,Singh,IT,margaretsimmons,%Jh7O4xa&S,$2b$12$swQAm.RqtigDgo2q6yZo7uUqxEJUIUv9848yJVskaoGxiMVyQiba6
64a588f92367c5737db0ab21,961906,Teresa,Patterson,IT,bailey76,@S2^#jCedZ,$2b$12$OSw.xXNt/Ch.8MI1KpWHbOfL1zFE3muYa7rKcvHez8AtZBTPHlv8.
64a588fa2367c5737db0ab22,270255,Zachary,West,Engineering and Technology,travis98,K#_m(vD7@p,$2b$12$LzJAQ0NEZDSMKtVXKedgCe6go7Ndi/UUmmL7ogHnjevcJ.9jrkKgK
64a588fa2367c5737db0ab23,335777,Aaron,Kennedy,Automation,richardleon,*s0U7bitS&,$2b$12$2xM/cl.rswc.qt9MksYJpu.RJ89nVxOoVGt3SRFNdGObEFp.Cjel2
64a588fa2367c5737db0ab24,761414,Michele,Mendez,IT,qtyler,_^3YVONmOF,$2b$12$E/AmTQgYpon4f60mFxZPXelyWYjG5u9qhlW.c6YSDJuUIvCdM01Fa
64a588fa2367c5737db0ab25,387158,Nathan,Yu,IT,ericcamacho,!k39OlGjpa,$2b$12$JjtSHC/7z.Mq/nX2rlPMjugFP/0kPnQmTLdxdy7.ariJpAo2/YDfO
64a588fa2367c5737db0ab26,496284,Brent,Sweeney,IT,adamsmark,*i1SZ9Jrx0,$2b$12$MamB.LKKAgwCAoRmWToU6.xzQ5ARHblTRLjsQhIHLDasGkk6edvvG
64a588fb2367c5737db0ab27,123601,Nathan,Villa,Automation,briangomez,Uxjvgkne^0,$2b$12$is/ExHHU86TJ3mF.SpxxfeWNsYU3mTYJ7DSPVMzaCwevDJTWSXdGa
64a588fb2367c5737db0ab28,741704,Mark,Crosby,Warehouse,james19,&4fzHessg2,$2b$12$rpHcJj4AQ7kz.huF5b2seeSpknAsaowCoANRd.qzDlR7sa2aD9Yva
64a588fb2367c5737db0ab29,157662,Curtis,Cummings,IT,melissa37,W%n1FXNLjw,$2b$12$VOTHCQKzZrSa5JvvlYWINu.UVgEgB2fwUNAc5oLQsO/.BfoRFBe16
64a58b06c7aa48cc2eaf6ed0,680950,Brenda,Santiago,IT,katrina35,*GylnfKvy4,$2b$12$Vp.VrIsVulCUhdAVth7gmeb43TZgHg3uH.BLkMAd3sS/z3GaY6Ft.
64a58b07c7aa48cc2eaf6ed1,295006,Joshua,Meyer,IT,brownmadeline,($2GE3PrEC,$2b$12$7dFoDozqr0t1C4122i8C1eIC0Xsu6ZErnOni61mYs4Oz49I3P8IbG
64a58b07c7aa48cc2eaf6ed2,437359,James,Lopez,Automation,ashley38,ma2h$UvF*),$2b$12$lJSq7JH8no0LvuGHbEOQVu2bza5KBiEYu0xRlsyt6iMZL7dR9JyTu
64a58b07c7aa48cc2eaf6ed3,554926,Richard,Underwood,Warehouse,oevans,7@P1_OYbR!,$2b$12$0ZDFBEqJq1Kv0ihioX2GCukVq.y/Zbhrw3anOjApoEqCJG7iO1LX6
64a58b07c7aa48cc2eaf6ed4,195367,Richard,Cortez,Automation,hturner,CG$3qVoi@a,$2b$12$aZ/1P3WmDgOqxIX7FIjwEO7IF9CzQUcQKrsfxftR/vEIejiCezm/C
64a58b07c7aa48cc2eaf6ed5,388578,Cory,Middleton,Warehouse,timothyking,+bR^P#bsN0,$2b$12$Y9Kf2m1zXlOdUkJ1FHjfsuRDIoVNJ8dUPyG7fg/OEmTOO1A98JT3q
64a58b08c7aa48cc2eaf6ed6,279698,Lisa,Miller,Automation,christine45,Qhag4ImwY*,$2b$12$wZBslBuJQNvS0bPmu339D.Fzfhb.eXKZHzU9L9l6nuuBiM27w./Xm
64a58b08c7aa48cc2eaf6ed7,435686,Brianna,Garrett,Engineering and Technology,raymond63,Q0vS!nhY)F,$2b$12$yQ4Fa6/cOG9tDskhVS2.yOTZmfmR9QbMyzrBDhbqvNeYVDw0fH9/K
64a58b08c7aa48cc2eaf6ed8,669157,Brian,Johnson,Automation,claytonsmith,v%LY6iDtUq,$2b$12$5D1coEjpnmtoMmb0jJGU/eX1GiUkxg9eAIV9yMdVaX/fH2QyDWG7m
64a58b08c7aa48cc2eaf6ed9,653280,Elizabeth,Ruiz,IT,moralestamara,I(qVhizT@0,$2b$12$vbgVeMmNdb.pteIXqdmI/uyjrMT/dyk6s8rNXK3j9nzE2fx3mdu4G
64a58b08c7aa48cc2eaf6eda,671133,Nathan,Houston,Automation,dustin92,*5e&QrCgs1,$2b$12$3Zqd.Id23.C6o0.9.PXTc.Z8w4t/ifMhmth5wp6IXFrgYYhXoz5Hy
64a58b08c7aa48cc2eaf6edb,573755,Jeffery,Schwartz,Warehouse,nmedina,$3PBsVUeqN,$2b$12$PECAWyRJ3cG/qNT74y9JUeG4uqyYN9Z.6CFt3xFiGvr8jdU0trwCe
64a58b09c7aa48cc2eaf6edc,220847,James,Robinson,IT,christopher94,L!!6GdH98x,$2b$12$SI6Er4oUhwg0WVFfodobS.OzAmh6UUjo8i8iWy25S2cOFc2hifzyO
64a58b09c7aa48cc2eaf6edd,336616,Scott,Wells,IT,piercedonna,_S8!IGyolE,$2b$12$SOLiIy9rd6c4ZC.lyjteD.WsK7y1Sv8YVvC6yMdFUMxXQKBzH9z2O
64a58b09c7aa48cc2eaf6ede,968688,Janice,Wheeler,Engineering and Technology,rperry,()NJj0alu6,$2b$12$q1EvQRWRVgkUlN9lG7dmaeTh3zoyIskKoRFm7B/56zvbr0JbJaihS
64a58b09c7aa48cc2eaf6edf,454646,Mark,Hall,Automation,matthewskaitlyn,&x8K2ZDd4m,$2b$12$arAinwORRTrjRDgoNzMK5uZRqRW67brxYXglaypU/pUN.KI9lj6g.
64a58b09c7aa48cc2eaf6ee0,934038,Angela,Hendrix,Engineering and Technology,trandominique,9wRSXVa#!1,$2b$12$n.ckW5oD4YW3Q51Lrvft5.XBeOwYDrTsZC.GCbA5Qgx53nLazX8au
64a58b0ac7aa48cc2eaf6ee1,689531,Troy,Townsend,Engineering and Technology,zpeterson,^!2I(Qy5a^,$2b$12$3JPexZ2Npoy1xr.s.VEKR.NpbtYudwdT7AotI69sgy3CQD4DGsFka
64a58b0ac7aa48cc2eaf6ee2,183080,Holly,Hays,Automation,ddaugherty,u_dd9QaY_7,$2b$12$pnDhW7ps91bjqNjCJDtd5OJgOwjWTqzIOP/cLHk5z9RfK4b2P/1gC
64a58b0ac7aa48cc2eaf6ee3,289478,Patricia,Ellis,Warehouse,marybaker,Sw_A6Ou&jW,$2b$12$hJ7MyIQztn2FE/RoL3INPOLJjvGSJ3u2bKsx22Ba6uLzI0ih4.75a
64a58b0ac7aa48cc2eaf6ee4,563317,Donald,Diaz,Engineering and Technology,stephensosa,_m0TTzo0!h,$2b$12$3tpUoEycYQRUiAkaPeAL9eltGu/ib8h8pv6bh8u5Lvo6y5iyZO1S6
64a58b0ac7aa48cc2eaf6ee5,406994,Robert,Chavez,Automation,fbarton,)2+Utou)HS,$2b$12$Cob26c2Pb8fBX61GrSmGru5lE8HBRW4jI85w88B3BOldYIv7KG9AS
64a58b0ac7aa48cc2eaf6ee6,661770,Shane,Chavez,Automation,danielgreen,&y)2UFzFdD,$2b$12$7expUKjOZI75BHeh3U75KOOrXF8fCph2s5ti.tXf0NMJarka/py7q
64a58b0bc7aa48cc2eaf6ee7,758710,Nicholas,Saunders,Automation,richard80,j^i*7FSsN@,$2b$12$JjyOVpTFSqBhNTWvL8foDug.mfAM7GXYvupAyHFxiDnjD1E5fjMAu
64a58b0bc7aa48cc2eaf6ee8,827264,Alexandria,Robertson,Engineering and Technology,zwarner,OES3C2ub*t,$2b$12$gtegovwvzis3LGNWUqAsKOoHZW92fwoCl92LIP4adEkNuB4CKOMPu
64a58b0bc7aa48cc2eaf6ee9,430538,Jeffrey,Mcmahon,Warehouse,acarpenter,2mZ99Rot*z,$2b$12$ghZ1ktO.N9UtqC24UuOXSuQy12/Y82oJVXA9cRFSXjJII/knXNgWe
64a58b0bc7aa48cc2eaf6eea,999900,Dustin,Young,Engineering and Technology,amber93,E!6H4$eS!Y,$2b$12$I3vrO6XJKsYtWgKwPbYwM.cEJ48iUJLmsXBZ49vJuXakhMZjvkdGK
64a58b0bc7aa48cc2eaf6eeb,984519,Catherine,Bird,Engineering and Technology,vasquezkimberly,3njBP^pt&^,$2b$12$U3W3QZ486LxetxzGADt6iuBTUw1zZDWh9J8QhWo8r2QZVLXi1ukmC
